平台,职位名称,公司名称,公司信息,工作城市,薪资待遇,学历要求,经验要求,实习时长,岗位类型,联系人,在线状态,详情链接
猎聘网,招聘客户服务实习生,拓堡(上海)企业管理咨询有限责任公司,人力资源服务不需要融资1-49人,上海-浦东新区,100-150元/天,大专,,3个月,实习,何先生·运营总监,,https://www.liepin.com/lptjob/57868765?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_57868765%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=29&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=29
猎聘网,招聘人工智能售前实习生,润建股份,运营商/增值服务沪深A股上市5000-10000人,南宁-良庆区,80-100元/天,本科,,3个月,实习,磨女士·人力专员,1天前在线,https://www.liepin.com/lptjob/82746231?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_82746231%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=30&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=30
猎聘网,招聘审计实习生,中审众环,财务/审计/税务1000-2000人,北京-通州区,100-120元/天,本科,提供转正,3个月,实习,郭女士·审计实习生,,https://www.liepin.com/lptjob/78544209?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_78544209%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=31&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=31
猎聘网,招聘行政助理,成都聚袁欣鑫商贸有限公司,医药流通,广州,8-9k,本科,,,,HR,,
猎聘网,招聘实习生,长沙汽车创新研究院,机械/设备50-99人,长春-南关区,50-80元/天,本科,提供转正,3个月,实习,王女士·HR,2天前在线,https://www.liepin.com/lptjob/73016839?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_73016839%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=33&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=33
猎聘网,招聘自媒体运营实习生,武汉脉联智焱科技有限公司,计算机软件1-49人,武汉-洪山区,100-150元/天,大专,提供转正,3个月,实习,陈女士·行政经理,1天前在线,https://www.liepin.com/lptjob/82892661?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_82892661%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=34&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=34
猎聘网,招聘星展银行实习生 (上海/北京）,星展银行,银行2000-5000人,上海-浦东新区,120元/天,本科,,3个月,实习,赵女士·HRSSC,3天前在线,https://www.liepin.com/lptjob/82880945?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_82880945%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=35&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=35
猎聘网,招聘社会学专业实习生,深圳市慈善会,非营利组织50-99人,深圳-罗湖区,100元/天,本科,,3个月,实习,彭女士·HR,2天前在线,https://www.liepin.com/lptjob/82580657?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_82580657%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=36&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=36
猎聘网,招聘社会学/社会工作专业实习岗,深圳市慈善会,非营利组织50-99人,深圳-罗湖区,100元/天,本科,,3个月,实习,彭女士·HR,2天前在线,https://www.liepin.com/lptjob/81930405?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_81930405%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=37&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=37
猎聘网,招聘AI产品实习生,北京数曜科技有限公司,专业技术服务1-49人,北京-海淀区,300-500元/天,本科,,3个月,实习,武先生·总经理,,https://www.liepin.com/lptjob/81657141?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_81657141%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=38&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=38
猎聘网,招聘媒体资讯中心实习岗位,云南现代物流规划设计研究院有限公司,货运/物流/仓储1-49人,昆明-呈贡区,120-200元/天,硕士,提供转正,3个月,实习,尹先生·人力资源经理/主管,当前在线,https://www.liepin.com/lptjob/80952477?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_80952477%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=39&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=39
猎聘网,招聘法律实习生,北京京栋律师事务所,法律服务1-49人,北京,150-300元/天,本科,提供转正,1个月,实习,曾先生·合伙人，专职律师,,https://www.liepin.com/lptjob/79614709?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_79614709%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=40&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=40
猎聘网,招聘实习生招聘要求（银行后台）,大连银行股份有限公司成都分行,银行100-499人,成都,0-50元/天,本科,,3个月,实习,左女士,19小时前在线,https://www.liepin.com/lptjob/71002619?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%406_71002619%3A1%3Aebed41e7-1ea5-4204-bfa4-4db1a238526f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=41&skId=u6zt5y7psji5judc6c3kom0pz9z9dffa&fkId=u6zt5y7psji5judc6c3kom0pz9z9dffa&ckId=u6zt5y7psji5judc6c3kom0pz9z9dffa&sfrom=search_job_pc&curPage=0&pageSize=40&index=41
